mode,source_name,run_time_sec,wall_time_utc,sample_count,decoded_state,status_text,ground_truth_state,jaw_confidence,jaw_onset_confidence,jaw_active_confidence,jaw_event_label,jaw_hold_active,hand_left_confidence,hand_right_confidence,hand_prediction,hand_margin,hand_agreed,hand_notes,hand_state,hand_ready,hand_enabled,jaw_enabled,stale_stream
REPLAY,HR-3-15-26-(03).csv,6.3928070068359375,2026-04-14T22:28:25.398290+00:00,1594,NEUTRAL,tracking,REST,0.224371610838195,0.1205066703011949,0.12519897395846835,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,6.493133544921875,2026-04-14T22:28:25.400787+00:00,1619,NEUTRAL,tracking,REST,0.2406852383349739,0.054571010344105,0.14180392073524217,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,6.5934600830078125,2026-04-14T22:28:25.403076+00:00,1644,NEUTRAL,tracking,REST,0.3210178787671397,0.06907965041667216,0.19088646642354415,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,6.69378662109375,2026-04-14T22:28:25.405229+00:00,1669,NEUTRAL,tracking,REST,0.33171502016604504,0.12795345984984122,0.2519759951840928,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,6.7941131591796875,2026-04-14T22:28:25.407714+00:00,1694,NEUTRAL,tracking,REST,0.3571652639002951,0.21203744776755423,0.2593117278491367,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,6.894439697265625,2026-04-14T22:28:25.409954+00:00,1719,NEUTRAL,tracking,REST,0.34777383921644756,0.1642723534255633,0.27156539139810304,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,6.9947662353515625,2026-04-14T22:28:25.412081+00:00,1744,NEUTRAL,tracking,REST,0.33332037047860785,0.15493935794985325,0.2721166871850195,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,7.0950927734375,2026-04-14T22:28:25.414264+00:00,1769,NEUTRAL,tracking,REST,0.33644235833544645,0.1796651111460903,0.27319365256158346,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,7.1954193115234375,2026-04-14T22:28:25.416413+00:00,1794,NEUTRAL,tracking,REST,0.32902045625709153,0.15561024150924507,0.2725055811430951,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
REPLAY,HR-3-15-26-(03).csv,7.295745849609375,2026-04-14T22:28:25.418946+00:00,1819,NEUTRAL,tracking,REST,0.3174913053598847,0.12924032666885374,0.28961080025461894,INACTIVE,False,0.0,0.0,NEUTRAL,0.0,False,,NEUTRAL,False,False,True,False
